,tweet_id,tweet_text,tweet_time,tweet_language,tweet_source,tweet_author_id,retweet_count,reply_count,like_count,quote_count
15,1543996693611528193,"RT @joe_le_zef: L'appli anti-covid me dit éligible à une 4ème dose de vaccin
Je n'en peux plus
A la 3ème mon épouse a perdu connaissance, j…",2022-07-04 16:34:32+00:00,fr,Twitter Web App,1432384070760206341,51,0,0,0
16,1543996693330395140,"RT @TimerOlde: I’ve got that fucking covid for the third time! These vaccines are a scam, I’ve had 4 and all they do is make you feel  ill.…",2022-07-04 16:34:32+00:00,en,Twitter for Android,582982483,388,0,0,0
17,1543996692659179521,"Australia no exigirá más la vacuna para ingresar al país, y Chile cuando? @GobiernodeChile @gabrielboric @ministeriosalud #chaopase COVID vaccine requirement to be scrapped for international arrivals https://t.co/8QCdJ1LDH8",2022-07-04 16:34:32+00:00,es,Twitter for iPhone,1496844084484444163,0,0,0,0
18,1543996691522928640,"RT @N0000024: 馬龍博士：美國食品和藥物管理局曾對國防部的COVID治療試驗設置了阻力，以獲得COVID疫苗的緊急使用授權。根據法規，這些疫苗本不應該被允許。
https://t.co/N2uvWMIpFy",2022-07-04 16:34:31+00:00,zh,Twitter for iPhone,1492801179239477248,1,0,0,0
19,1543996691417817088,"RT @santhya_pillai: @OhNoSheTwitnt I was behind a guy at a CVS Pharmacy, looking sick as anything and tells pharmacist he probably has COVI…",2022-07-04 16:34:31+00:00,en,Twitter for iPhone,1318872596537016320,508,0,0,0
20,1543996691405500417,"MG, which entered India before Covid, tasted success in India with the launch of Hector. However, another co from China, Great Wall, has made a quiet exit. It had planned to buy GM's Pune plant and launch cars in 2021. It has sacked its 11 employees &amp; left
https://t.co/Arc9wMVo7b",2022-07-04 16:34:31+00:00,en,Twitter Web App,941630887,0,0,0,0
21,1543996690599911424,"URUGUAY - Le juge a ordonné au gvt et à Pfizer de présenter toutes les infos sur les vaccins covid-19 dans les 48 heures. La convocation s'inscrit dans une démarche de protection initiée pour suspendre l'application de ces vaccins chez les enfants.

https://t.co/X5AWmctSab https://t.co/AK0BfEkY4P",2022-07-04 16:34:31+00:00,fr,Twitter for Android,1453452122855510022,0,0,0,0
22,1543996690155405313,"RT @NokuphilaKhany1: Social media standards are crazy.

Imagine losing a really good man because of financial difficulties AT THAT PRESENT…",2022-07-04 16:34:31+00:00,en,Twitter for Android,1202636634807832577,1,0,0,0
23,1543996690046353415,"RT @NoaGresiva: Mientras unas aumentan el número de indefinidos, bajan el paro y negocian la siguiente subida del SMI, como Yolanda Díaz, o…",2022-07-04 16:34:31+00:00,es,Twitter for Android,1507953207351382021,310,0,0,0
24,1543996688951644164,"RT @AntonioMautor: Habiéndolo pasado tan mal durante lo peor de la pandemia,y que  lleguemos a una nueva ola de Covid con la sanidad hecha…",2022-07-04 16:34:31+00:00,es,Twitter for Android,1484176061948563456,314,0,0,0
25,1543996688897032192,"RT @Adorodokitos: Ρε γκαντεμοσαυρα..
Τι την ήθελες βρε μανταλενα τη βόλτα με την τράτα;
Και το έλεγα ότι πήξαμε covid-19 μετά το ταξίδι σου…",2022-07-04 16:34:31+00:00,el,Twitter Web App,1369581015178612737,1,0,0,0
26,1543996688398012417,RT @manuelrico: Hoy hace 853 días que falleció la primera residente en España. En la primera ola del covid murieron más de 20.000 residente…,2022-07-04 16:34:31+00:00,es,Twitter for Android,914888605235073024,619,0,0,0
27,1543996688326615041,"RT @Bob_Wachter: Given all of this, what should individuals do today? 
As always, it depends on how you feel about getting Covid. As I disc…",2022-07-04 16:34:31+00:00,en,Twitter for iPad,25506404,206,0,0,0
28,1543996686950748160,"RT @narendramodi: Technology has played a vital role in fighting the once in a century COVID-19 pandemic. Thanks to technology, the pace of…",2022-07-04 16:34:30+00:00,en,Twitter for Android,1484828897628033024,808,0,0,0
29,1543996685134741506,"RT @El_Universal_Mx: 🚨 Adán Augusto López dio positivo a Covid-19, es la segunda vez que se contagia 
https://t.co/po7GdBZiDm",2022-07-04 16:34:30+00:00,es,Twitter for Android,1303890404778139654,11,0,0,0
30,1543996684631416835,@rupasubramanya https://t.co/iV9iemmden,2022-07-04 16:34:30+00:00,qme,Twitter for Android,1432520785302859779,0,0,0,0
31,1543996684547477505,"it was clear this was going to be the case a year ago. the msm is right on schedule. 

https://t.co/l3lYPTdXpr",2022-07-04 16:34:30+00:00,en,Twitter Web App,1312226142502281216,0,0,0,0
32,1543996684136779776,RT @abcnews: Thinking of travelling to Fiji? Here are the COVID restrictions you need to know https://t.co/z3BcC7GjA5,2022-07-04 16:34:30+00:00,en,Twitter for iPhone,1524005160371982338,1,0,0,0
33,1543996683343826945,RT @claud0000000: Ik weet wel dat het echt heeee le maal niemand meer boeit maar er liggen as we speak 83 kinderen in het ziekenhuis met Co…,2022-07-04 16:34:30+00:00,nl,Twitter for Android,950866282743848961,5,0,0,0
34,1543996683003895808,"RT @RoyIrachet9: @lopezdoriga Distractores, el vgt ogt solo busca desviar la atención de lo importante, busca romper relaciones diplomática…",2022-07-04 16:34:29+00:00,es,Twitter for iPhone,910630082259050497,1,0,0,0
35,1543996682504773634,"RT @Forbes_Mexico: 🦠 El Secretario de Gobernación dio positivo a Covid, la semana pasada acudió a la inauguración de Dos Bocas, donde estuv…",2022-07-04 16:34:29+00:00,es,Twitter Web App,4878919438,1,0,0,0
36,1543996682249158656,"RT @SAW_BW: Zum heutigen Ärzte-Space als Info das zusätzliche Merkblatt, das unsere Praxis-Patienten bei Covid-Impfung ausgehändigt bekamen…",2022-07-04 16:34:29+00:00,de,Twitter for iPhone,3123528562,3,0,0,0
37,1543996682152583169,"@RedGiorgio81 Cerchiamo di essere positivi (al sarrismo, non al covid) per un anno, vedo una Lazio giovane e costruita con intelligenza. Finalmente.",2022-07-04 16:34:29+00:00,it,Twitter Web App,1488606154355888135,0,0,0,0
38,1543996681754411008,"RT @varun_m01: ►  China Smartphone Sales During 618 Fell 10% YoY Amid COVID-19, Slowdown
► @Honorglobal  surpassed vivo to lead the China m…",2022-07-04 16:34:29+00:00,en,Twitter Web App,38105318,7,0,0,0
39,1543996681385132032,"RT @glbabbington: Failing to provide Covid mitigations for the general public, who face potential longterm harms, is negligence. Failing to…",2022-07-04 16:34:29+00:00,en,Twitter for iPhone,1184710855130267648,504,0,0,0
40,1543996680793735170,RT @mavica81: La Justicia declaró inconstitucional el pase sanitario libre COVID-19 Se convirtió en el primer fallo contra el pase sanitari…,2022-07-04 16:34:29+00:00,es,Twitter for Android,1336600350,2,0,0,0
41,1543996680722436098,RT @nilikm: Do we really have to bring this to court? Open 4th doses of #COVID19 vaccine to everyone 18y+ right now. ⁦@fordnation⁩ throws o…,2022-07-04 16:34:29+00:00,en,Twitter for Android,1479241657493213184,275,0,0,0
42,1543996679778607104,"RT @Buenrollo13: Cito textualmente:

""Más de mil estudios científicos prueban que las vacunas contra el COVID-19 son peligrosas, y todos aq…",2022-07-04 16:34:29+00:00,es,Twitter for Android,1441771755819835405,65,0,0,0
43,1543996679552131072,RT @DanySangiorgi: Malore in diretta della giornalista spagnola proprio quando stava parlando dei aumenti di covid https://t.co/OBdR4Ohi5L,2022-07-04 16:34:29+00:00,it,Twitter for Android,2378654494,302,0,0,0
44,1543996679506083842,"Number of hospital patients in England with Covid-19 tops 10,000 https://t.co/tYvhmqRhR9 via @Yahoo",2022-07-04 16:34:29+00:00,en,Twitter Web App,2418253040,0,0,0,0
45,1543996678683910144,"RT @OhNoSheTwitnt: An unmasked woman in the checkout line next to me just loudly said to the unmasked cashier, when asked for ID, “Don’t to…",2022-07-04 16:34:28+00:00,en,Twitter for iPhone,1318872596537016320,2269,0,0,0
46,1543996678398791681,RT @AmitAryaMD: Maybe…just maybe…we should stop pretending that COVID is over...and actually do something? https://t.co/hcwpRkRjmC,2022-07-04 16:34:28+00:00,en,Twitter for iPhone,735664652,144,0,0,0
47,1543996678188965896,RT @drclairetaylor: 24/ Covid is not a cold for everyone and anyone can get long Covid. End/,2022-07-04 16:34:28+00:00,en,Twitter for iPhone,1456717469834485776,353,0,0,0
48,1543996678004506626,"RT @LarryRohan9: Unos pibes sin experiencia en un laboratorio donde el jefe es Dalas, el Covid se va a quedar en un chiste https://t.co/N9c…",2022-07-04 16:34:28+00:00,es,Twitter for iPhone,4655945775,1776,0,0,0
49,1543996677031448577,"RT @Tim_Bousquet: BREAKING: ""Dr. Robert Strang, Nova Scotia's Chief Medical Officer of Health, announced today, July 4, that Nova Scotia wi…",2022-07-04 16:34:28+00:00,en,Twitter for iPad,635040003,48,0,0,0
50,1543996676653858818,Los grandes medios de comunicación de espalda a los grandes acontecimientos  ( el tráfico sexual) para enfocarse en las pequeñas eventualidades ( los casos de Covid). https://t.co/fQDMSoTT1C,2022-07-04 16:34:28+00:00,es,Twitter for Android,1287683093797765125,0,0,0,0
51,1543996676209315841,"RT @ariel_leblond: Aucun des 15000 personnels soignants, non injectés et virés de leur boulot à cause de ça, n'est mort du Covid. 
Faites-l…",2022-07-04 16:34:28+00:00,fr,Twitter for Android,924229001274634240,20,0,0,0
52,1543996676062453763,"RT @PierrePoilievre: Time to listen to the medical doctors, not the spin doctors.

End COVID mandates now.

Help the cause: https://t.co/iL…",2022-07-04 16:34:28+00:00,en,Twitter Web App,1519070955095666688,74,0,0,0
53,1543996676054065154,"RT @TomTSEC: The vaccines do not work

'Canadians will be required to get a Covid shot every nine months for the foreseeable future, says H…",2022-07-04 16:34:28+00:00,en,Twitter Web App,1428446197249871872,139,0,0,0
54,1543996675903180800,"RT @ChrisCottonStat: L'efficacité des vaccins pour avoir des effets indésirables
Celle là d'efficacité, on l'a bien vue. 
Pour le covid, on…",2022-07-04 16:34:28+00:00,fr,Twitter for Android,1468300777252917254,420,0,0,0
55,1543996675378880513,"RT @korcanayata: 1️⃣
2 gündür yine malum kişiler, birlikler ve dernekler çocuklara Covid aşısının şart olduğu propagandasına başladılar.

P…",2022-07-04 16:34:28+00:00,tr,Twitter Web App,2716854647,38,0,0,0
56,1543996675081080834,RT @LeslynLewis: The Fire Chief at Pearson Airport made it explicitly clear that the additional government rules are causing the airport to…,2022-07-04 16:34:28+00:00,en,Twitter Web App,1534719073,203,0,0,0
57,1543996674510671873,I know covid is rampant again and call centres are under insane pressure but any company keeping you waiting 90 minutes just to speak to someone is bananas. I might have to end the call because my battery will die before I get to speak to someone in @AskAIB. https://t.co/JegGMxuVCx,2022-07-04 16:34:27+00:00,en,Twitter for iPhone,216191970,0,0,0,0
58,1543996674212671488,"RT @Wings_Level: So let me get this straight.

Hunter’s laptop is real and not Russian disinfo, Covid came from a lab in China and not a ma…",2022-07-04 16:34:27+00:00,en,Twitter Web App,2727305971,2387,0,0,0
59,1543996673923452930,RT @drclairetaylor: 16/ I feel my son and I have had a lucky escape from long term issues (again). If we have all resigned to catching Covi…,2022-07-04 16:34:27+00:00,en,Twitter Web App,2351996713,296,0,0,0
60,1543996671994089472,RT @AldoSterone111: Officiel : La FDA n'exigera pas de données d'essais cliniques pour autoriser les nouveaux vaccins COVID. L'opinion du l…,2022-07-04 16:34:27+00:00,fr,Twitter for Android,1507650849299914753,36,0,0,0
61,1543996671884988417,"RT @SifriMillennial: Yo: Voy a salir full para estar más animada, no puedo estar todo el dia, todos los días llorando.

*Le da covid* https…",2022-07-04 16:34:27+00:00,es,Twitter for iPhone,1069131807189344256,5,0,0,0
62,1543996671511633921,"@DRKMATR420 I dunno how many of my MAGA idiot relatives in Georgia have snuffed it due to Covid. Nor do I care. They punched their own ticket with their racist, ignorant bullshit. #FuckEm",2022-07-04 16:34:27+00:00,en,Twitter Web App,23266448,0,0,0,0
63,1543996671272566785,"Saber a què t'enfrontes un cop et contagies de covid pot generar confusió

Quan t'has de fer la prova? Quant de temps durarà la infecció? 👇  https://t.co/PU0x30HQmb",2022-07-04 16:34:27+00:00,ca,Echobox,194178895,0,0,0,0
64,1543996669729071110,RT @ElPitazoTV: El médico infectólogo Julio Castro advirtió sobre la llegada de una cuarta ola de la #pandemia por el COVID-19 en Venezuela…,2022-07-04 16:34:26+00:00,es,Twitter for Android,2344519399,10,0,0,0
65,1543996668181372930,"RT @WCH_Org: New Study Confirms That Experimental Covid-19 Vaccines Impact Male Fertility
Pfizer’s novel Covid-19 vaccine leads to lower le…",2022-07-04 16:34:26+00:00,en,Twitter for iPhone,1241502978432999430,169,0,0,0
66,1543996667132891138,"RT @lopezacunad: Junio, el mes con mayor exceso de muertes desde la 'ola ómicron': 2.450 por Covid y 714 por el calor https://t.co/V2lqS2ZP…",2022-07-04 16:34:26+00:00,es,Twitter Web App,2992528991,24,0,0,0
67,1543996666545639428,"RT @DrEliDavid: RIP evidence-based medicine ⚰️

https://t.co/k6MCuFxdKh https://t.co/aguyLgduXd",2022-07-04 16:34:26+00:00,en,Twitter Web App,1487034926503452672,511,0,0,0
68,1543996666541490176,"Covid die grosse Liebe, wenn sie zur Ex wird https://t.co/WUv7MZUzRb",2022-07-04 16:34:26+00:00,de,Twitter for Android,1241437357603160065,0,0,0,0
69,1543996665522110464,"RT @ty_olsen: Even more startling: The number of people who died this winter. 
In the Fraser Valley, there were more than 30% more deaths (…",2022-07-04 16:34:25+00:00,en,Twitter for Android,779175673264902144,9,0,0,0
70,1543996664528228352,"RT @MaryanneDemasi: BREAKING: 

Leaked documents have cast fresh doubts over the integrity of data arising from #Pfizer’s pivotal COVID-19…",2022-07-04 16:34:25+00:00,en,Twitter Web App,554488254,837,0,0,0
71,1543996664075149313,Adán Augusto López da positivo a covid https://t.co/ihM63Tbnw4,2022-07-04 16:34:25+00:00,es,Hootsuite Inc.,93797343,0,0,0,0
72,1543996664054042624,"방콕 수완나폼 공항에서 체크인 하기전에 Covid검사를 받아야하는데 3번출구는 24시간 운영되는데 500바트, 7번출구는 11시까지 운영되는데 250바트. 나는 조금 일찍 와서 3번 개이트에서 20분만에 테스트 결과 음성. 체크인하고 이제 라운지 가서 좀 씻자 https://t.co/Sb21v19lpG",2022-07-04 16:34:25+00:00,ko,Twitter for iPhone,253583850,0,0,0,0
73,1543996663483830280,"📡 EN VIVO |  En SoyTV conversamos sobre la vacunación. 
José Manuel Andrade, encargado del programa PNI de la @seremisalud14 habló de la covertura y los puntos de vacunación contra el Covid-19 y la Influenza en #LosRíos
🔷 Mira la entrevista en https://t.co/OExwXCb3Xc https://t.co/RWKmfZ2yot",2022-07-04 16:34:25+00:00,es,Twitter Web App,491299852,0,0,0,0
74,1543996663378894848,RT @chrischirp: @andrew_croxford in the UK most people can't report any covid infection since shop bought lateral flow tests aren't reporta…,2022-07-04 16:34:25+00:00,en,Twitter Web App,1251913334,19,0,0,0
75,1543996663194337281,"RT @l_krishnan: 10 days post-wedding, we’ve had zero new COVID cases among all the attendees (approx. 150 people.) Was it the masking? Was…",2022-07-04 16:34:25+00:00,en,Twitter for iPhone,312365633,3291,0,0,0
76,1543996662875828225,RT @drclairetaylor: 24/ Covid is not a cold for everyone and anyone can get long Covid. End/,2022-07-04 16:34:25+00:00,en,Twitter for iPhone,958266834398015489,353,0,0,0
77,1543996662871298054,"GM! I finally got my taste back after covid so I will be feasting accordingly. I am also still exhausted from the virus so I will be napping accordingly as well.

Happy 4th 😇 What are you doing today?",2022-07-04 16:34:25+00:00,en,Twitter for iPhone,384361194,0,0,2,0
78,1543996662577860611,@AndrewLazarus4 @FvckYourFear @andylumm @JonathanHannah @Dominos20076133 @reacharoundu @LifeAfterWEF @FillmoreWhite @carlsmythe @AlbertRodz5 @SkepticalMutant @mpc_xetts @FoolanderWorld @chimera414 @TonyBaduy @fadgesniffer @JimeeLiberty @richykirsh @JamesLynchGTC @krebiozen @doom37455413 @Jaytee116James @nuhope2022 @Mr_Magoo5 @ShockTraumaRN @WalterTAllen @Alex_on_A14 @paramaniac9 @Theonew16516042 @expose_the_dog @mcfunny @lazlowoodbine42 @malo_j @dann58638436 @WilliamMarsWard @NewSouthPhoto @kath2cats @volpiranyas @Frosty69B @raouldukeerik @Tryingmypatient @kevinault @AlBowers1 @Willard1951 @PremierImproves @iiiiii_x_iiiiii @AspAlaAsnAsnTyr @provaxtexan @isthisnetaken @itisjustmebabe More rationalizations. Do you realize how many countries opened up?  Why is all of Africa doing so much better?  I guess the vax didn’t work so well if it’s all Covid,2022-07-04 16:34:25+00:00,en,Twitter for iPhone,138460507,0,0,0,0
79,1543996662389133317,Just when I was becoming convinced I couldn't catch covid.... Looks like it's coming 🙈 https://t.co/HRmKPY1cPm,2022-07-04 16:34:25+00:00,en,Twitter for Android,1443252055842463747,0,0,0,0
80,1543996662351273987,"RT @ericgarland: Missouri GOP State Rep convicted of 22 counts of wire fraud for fake COVID cures, controlled substances, lying to Feds.…",2022-07-04 16:34:25+00:00,en,Twitter for Android,1204219728752984064,1718,0,0,0
81,1543996661881528324,"@devrijegeer @FranziskaLindn4 @SvOstrow @Tatort @Polizeiruf110 Querschnitt Nicht verstanden: Setzen 6 

Davon mal ab, dürfen vielleicht nicht, tun es aber genauso wie Covid Infizierte die trotzdem arbeiten gehen!

Diese soviel geforderte Selbstverantwortung gibt es in unserer arroganten egoistischen Gesellschaft nämlich nicht. ☝🏻",2022-07-04 16:34:24+00:00,de,Twitter for Android,4825467166,0,0,0,0
82,1543996661764169729,"@iMiaSanMia @Sky_Marc @Plettigoal If everything goes according to plan it would be really devasting for the national competition.
""We will beat then this time."" 
""Hold my Brazzo without covid restrictions.""",2022-07-04 16:34:24+00:00,en,Twitter for Android,521148966,0,0,0,0
83,1543996661290115074,"RT @MariaCCS79: @TruthSeeker5070 Querido te lo resumo en dos puntos:  
1. Es COVID xq así son importantes: enfermedad extremadamente grave…",2022-07-04 16:34:24+00:00,es,Twitter for Android,3039229139,1,0,0,0
84,1543996660857991170,"RT @Beritasatu: Kematian Tertinggi Covid-19 di 10 Provinsi, 4 Juli 2022 https://t.co/iOhxskFawR",2022-07-04 16:34:24+00:00,in,Twitter for Android,493144701,1,0,0,0
85,1543996660732563457,"RT @pm_saiprasad: Corrupt AAP minister Satyendar Jain says he lost memory due to Covid when he was confronted with hawala documents.

Worse…",2022-07-04 16:34:24+00:00,en,Twitter for iPhone,1246093688813391873,109,0,0,0
86,1543996660409597952,"If the COVID-19 did come from Fort Detrick, would the US government have to pay out money to other countries? It would bankrupt them.
#COVID19 
https://t.co/561mDqTS8k",2022-07-04 16:34:24+00:00,en,Twitter Web App,1536279383073509377,0,0,0,0
87,1543996660346458113,"RT @HealthJusticeIn: 📢📢📢

Just in: EXPLAINER 📘

WTO TRIPS Covid-19 'Deal' / 17 June decision https://t.co/frkc2wvlqz",2022-07-04 16:34:24+00:00,en,Twitter for Android,3513011055,36,0,0,0
88,1543996659973214208,"@RetirementTales We have a work colleague who also loves the “get ups” countdown, she has been off most of the school year with long covid but still remembers to do the countdown on Facebook for us 🤣",2022-07-04 16:34:24+00:00,en,Twitter for iPhone,712373146,0,0,0,0
89,1543996659113271297,RT @drclairetaylor: 22/ This articles outlines the stark reality of long Covid. 1 in 5 were unable to work and 45% needed reduced work sche…,2022-07-04 16:34:24+00:00,en,Twitter for iPhone,1456717469834485776,677,0,0,0
90,1543996658966462468,"@JornalOGlobo Agora o dólar baixa, a guerra na Ucrânia acaba, a covid TB, e a varíola de macaco igualmente.",2022-07-04 16:34:24+00:00,pt,Twitter for Android,225077734,0,0,0,0
91,1543996658916044800,"RT @GVDBossche: Don't vaccinate your children with covid-vaccines! Ever! 

https://t.co/dLeHILheeM",2022-07-04 16:34:24+00:00,en,Twitter for Android,415646262,2549,0,0,0
92,1543996658354208769,RT @KazmirzP: Covid-19 się przeterminował więc  czas na lifting. Lejdis end Dżentelmen przed Państwem nowy światowy sympton wirusowy z odśw…,2022-07-04 16:34:24+00:00,pl,Twitter Web App,987218161,2,0,0,0
93,1543996656575725569,RT @theliamnissan: When people find out how much money was given to Florida Republicans and Ron DeSantis by the manufacturer of Remdesivir®…,2022-07-04 16:34:23+00:00,en,Twitter for Android,2548191216,1816,0,0,0
94,1543996655866871808,"RT @TrueNorthCentre: ""We will never be fully vaccinated against Covid-19."" 

Health Minister Jean-Yves Duclos says Canadians need to be ""up…",2022-07-04 16:34:23+00:00,en,Twitter for iPhone,1435592582487322625,439,0,0,0
95,1543996655476903936,"RT @GVDBossche: Don't vaccinate your children with covid-vaccines! Ever! 

https://t.co/dLeHILheeM",2022-07-04 16:34:23+00:00,en,Twitter for iPhone,1336660494,2549,0,0,0
96,1543996655464325123,"FOR 2 1/2 YEARS GLOBALISTS USED COVID 19 PLANDEMIC TO DESTROY COUNTRIES ECONOMIES, INSTALL THEIR GLOBALIST GOVERNMENTS , CRUSH SMALL BUSINESSES, ATTACK PEOPLES RIGHTS AND FREEDOMS, FORCE MRNA COVID VAXXES.  AND RUN UP COUNTRIES DEBTS INBTHE BIGGEST MONEY LAUNDERING SCHEME EVER",2022-07-04 16:34:23+00:00,en,Twitter for Android,1227047264251785216,0,0,0,0
97,1543996654994456576,RT @qo_ideme6: Je demande juste que l'assemblée nationale exige la lève du secret défense pendant la crise covid qui n'a pas lieu d'être si…,2022-07-04 16:34:23+00:00,fr,Twitter for iPad,521523480,408,0,0,0
98,1543996654512218116,@SultanesOficial Ya se aliviaron del covid los Tecos?,2022-07-04 16:34:23+00:00,es,Twitter for iPhone,1494392939858083848,0,0,0,0
99,1543996652708839424,"RT @MJ_007Club: Kanhaiya Lal &amp; Nazim's friendship:

Kanhaiya lent money to Nazim to help Nazim's dad run his shop &amp; also when his abbu’s sh…",2022-07-04 16:34:22+00:00,en,Twitter Web App,911872020018716672,2026,0,0,0
100,1543996652419153922,"RT @ericgarland: Missouri GOP State Rep convicted of 22 counts of wire fraud for fake COVID cures, controlled substances, lying to Feds.…",2022-07-04 16:34:22+00:00,en,Twitter Web App,405263927,1718,0,0,0
101,1543996652415057921,"RT @ECooperAuthor: Before Covid, I had a huge amount of faith in the CDC. I am a pro-science person and I believed that they would act in a…",2022-07-04 16:34:22+00:00,en,Twitter for iPhone,41384489,2942,0,0,0
102,1543996652234559488,"RT @Bob_Wachter: Covid (@UCSF) Chronicles, Day 838
The die is now cast: BA.5 is destined to be our dominant virus. 
In today’s 🧵I discuss t…",2022-07-04 16:34:22+00:00,en,Twitter for Android,1195742760336121857,2565,0,0,0
103,1543996651551039497,RT @EVilluendasC: Comenzó el #Verano2022. Fue posible porque controlamos la Covid. Vamos saliendo del bache eléctrico. Lo lograremos tambié…,2022-07-04 16:34:22+00:00,es,Twitter for Android,1295809411122966528,236,0,0,0
104,1543996651139989505,"RT @raimeygallant: To those giving up on trying to protect themselves from COVID because you don't want to feel like you're ""losing any mor…",2022-07-04 16:34:22+00:00,en,Twitter Web App,41333934,218,0,0,0
105,1543996650812715008,"RT @narendramodi: Technology has played a vital role in fighting the once in a century COVID-19 pandemic. Thanks to technology, the pace of…",2022-07-04 16:34:22+00:00,en,Twitter for iPhone,1021498662566936576,808,0,0,0
106,1543996650380824578,RT @Bhavik0880: @covid_parent Don't forget to get vaccinated to stop Inflation and lower gas prices,2022-07-04 16:34:22+00:00,en,Twitter Web App,1425651920782434314,8,0,0,0
107,1543996650246397952,"RT @adamjkucharski: Why does this work? Well if 1 in every N people have COVID, the probability at least one person in a gathering of N peo…",2022-07-04 16:34:22+00:00,en,Twitter for iPhone,290387293,21,0,0,0
108,1543996649906774016,"RT @patriciageezed: We have the 2nd highest rate in Canada.

I'm on day 11 of covid. Yesterday was one of the worst days I've had. Needed t…",2022-07-04 16:34:22+00:00,en,Twitter for iPhone,519193969,1,0,0,0
109,1543996649575415808,.@Healthinfoweek Long Covid update tomorrow from @UKHSA Knowledge and Library Service https://t.co/tH4AwZHMvK https://t.co/DU9auOmk3T,2022-07-04 16:34:21+00:00,en,Twitter Web App,2250611890,0,0,0,0
110,1543996649571201024,RT @DRKMATR420: My Conservative anti vaxxer anti masker Bro who brought covid home and killed his parents has now passed on . 19 people we'…,2022-07-04 16:34:21+00:00,en,Twitter Web App,1239669568546586629,40,0,0,0
111,1543996648874917888,"God please bless this hardworking man more! He deserves all the success. 

Look how he was still weak and recovering from covid. 🥺

 https://t.co/wnDPsC0QZu",2022-07-04 16:34:21+00:00,en,Twitter for iPhone,1075157268113453057,0,0,0,0
